Index,STO,STODateTime,Airline,FlightNum,Departure,Arrival,Data,FirstPax,BizPax,EconPax
"941","01:59","2020-11-12T01:59:00","JC","313","AOC","KSB","Blue","4","6","88"
"942","02:00","2020-11-12T02:00:00","LW","399","MNF","NFK","Blue","1","20","39"
"943","02:01","2020-11-12T02:01:00","LD","767","OCF","NHR","Indigo","4","6","78"
"944","02:02","2020-11-12T02:02:00","FI","871","TWI","LXX","Red","1","14","166"
"945","02:03","2020-11-12T02:03:00","MG","107","YKD","FJQ","Orange","7","12","136"
"946","02:04","2020-11-12T02:04:00","JS","238","UYV","FCZ","Orange","1","16","156"
"947","02:05","2020-11-12T02:05:00","VI","333","NZR","ZFT","Orange","2","18","93"
"948","02:06","2020-11-12T02:06:00","KB","144","OBB","HDZ","Blue","5","2","35"
"949","02:07","2020-11-12T02:07:00","IJ","717","MBT","HPI","Indigo","0","2","57"
"950","02:08","2020-11-12T02:08:00","GN","504","PLX","BMK","Red","0","10","27"
"951","02:09","2020-11-12T02:09:00","EJ","652","VPO","KUI","Green","3","6","41"
"952","02:10","2020-11-12T02:10:00","NL","821","CEZ","LTV","Blue","5","9","54"
"953","02:11","2020-11-12T02:11:00","WB","670","YFS","BXP","Indigo","7","12","49"
"954","02:12","2020-11-12T02:12:00","NS","511","XXB","JFJ","Green","4","7","184"
"955","02:13","2020-11-12T02:13:00","BZ","416","IQB","LIS","Yellow","0","9","70"
"956","02:14","2020-11-12T02:14:00","SF","342","XNA","QYM","Blue","1","23","161"
"957","02:15","2020-11-12T02:15:00","OA","148","MLD","QGR","Red","4","6","55"
"958","02:16","2020-11-12T02:16:00","VA","848","VIL","NOI","Red","7","11","14"
"959","02:17","2020-11-12T02:17:00","OR","138","PGE","KTN","Yellow","2","5","168"
"960","02:18","2020-11-12T02:18:00","YU","191","BDU","QGE","Green","7","16","77"
"961","02:19","2020-11-12T02:19:00","UK","340","FXD","AJP","Indigo","1","1","158"
"962","02:20","2020-11-12T02:20:00","JW","520","IPR","PLN","Blue","3","7","186"
"963","02:21","2020-11-12T02:21:00","DU","774","KCB","XVJ","Red","3","7","102"
"964","02:22","2020-11-12T02:22:00","DE","504","JVX","ZIK","Blue","5","20","185"
"965","02:23","2020-11-12T02:23:00","IB","858","HQW","YXZ","Orange","4","4","157"
"966","02:24","2020-11-12T02:24:00","DE","105","ZVB","BBO","Yellow","7","3","174"
"967","02:25","2020-11-12T02:25:00","NH","631","SAD","ODT","Indigo","7","1","69"
"968","02:26","2020-11-12T02:26:00","PJ","603","DYZ","EAT","Blue","2","10","181"
"969","02:27","2020-11-12T02:27:00","QU","828","TQZ","DSI","Green","1","6","43"
"970","02:28","2020-11-12T02:28:00","KQ","659","KHD","XML","Blue","3","10","86"
"971","02:29","2020-11-12T02:29:00","ZZ","823","TMJ","HBM","Blue","1","24","39"
"972","02:30","2020-11-12T02:30:00","WY","609","GSK","WSO","Green","2","9","101"
"973","02:31","2020-11-12T02:31:00","EN","478","FCM","JFA","Red","6","14","29"
"974","02:32","2020-11-12T02:32:00","XZ","246","YVM","KCG","Indigo","6","4","185"
"975","02:33","2020-11-12T02:33:00","BO","683","LLP","KYE","Blue","4","6","131"
"976","02:34","2020-11-12T02:34:00","TQ","107","WTV","ROM","Indigo","4","15","134"
"977","02:35","2020-11-12T02:35:00","VY","456","YNQ","ACK","Blue","3","14","140"
"978","02:36","2020-11-12T02:36:00","FE","269","SEP","QDT","Blue","0","9","42"
"979","02:37","2020-11-12T02:37:00","AN","424","ORE","UST","Yellow","3","5","51"
"980","02:38","2020-11-12T02:38:00","YH","569","IVO","HAP","Green","2","19","130"
"981","02:39","2020-11-12T02:39:00","YZ","547","CEJ","OHP","Yellow","5","21","19"
"982","02:40","2020-11-12T02:40:00","HU","116","MSS","MXR","Yellow","4","10","178"
"983","02:41","2020-11-12T02:41:00","NC","256","LAB","UAG","Blue","1","16","56"
"984","02:42","2020-11-12T02:42:00","DR","879","IUX","MTG","Green","0","2","149"
"985","02:43","2020-11-12T02:43:00","QH","710","GPZ","RFV","Yellow","0","3","91"
"986","02:44","2020-11-12T02:44:00","RB","181","AYW","UKP","Blue","7","8","110"
"987","02:45","2020-11-12T02:45:00","RY","256","HOE","IFK","Green","1","24","40"
"988","02:46","2020-11-12T02:46:00","EA","160","HFW","FHF","Yellow","5","5","104"
"989","02:47","2020-11-12T02:47:00","DI","392","BMV","YAI","Blue","0","13","170"
"990","02:48","2020-11-12T02:48:00","XV","311","GOW","BTS","Blue","2","7","114"
"991","02:49","2020-11-12T02:49:00","BD","321","LOO","BAB","Red","6","8","5"
"992","02:50","2020-11-12T02:50:00","KA","250","VHB","TIZ","Yellow","0","24","159"
"993","02:51","2020-11-12T02:51:00","UE","741","LOA","TWT","Blue","5","21","35"
"994","02:52","2020-11-12T02:52:00","MN","798","WVK","XNL","Red","4","21","97"
"995","02:53","2020-11-12T02:53:00","HN","331","CTG","MSU","Indigo","1","14","87"
"996","02:54","2020-11-12T02:54:00","VP","223","RFL","ZCP","Orange","3","2","106"
"997","02:55","2020-11-12T02:55:00","QC","345","IEG","PAS","Orange","4","15","13"
"998","02:56","2020-11-12T02:56:00","NK","482","SQQ","HJP","Orange","3","19","151"
"999","02:57","2020-11-12T02:57:00","DX","442","SHW","AEP","Yellow","3","11","132"
"1000","02:58","2020-11-12T02:58:00","ZA","442","CJO","BDY","Green","4","22","116"
"1001","02:59","2020-11-12T02:59:00","UV","259","BUY","OJD","Blue","4","0","178"
"1002","03:00","2020-11-12T03:00:00","TQ","803","XAC","GYR","Orange","7","11","182"
"1003","03:01","2020-11-12T03:01:00","VS","625","FIV","VRB","Orange","7","13","116"
"1004","03:02","2020-11-12T03:02:00","MW","359","WHV","CKV","Yellow","2","0","103"
"1005","03:03","2020-11-12T03:03:00","NQ","643","DOG","PVD","Indigo","5","23","72"
"1006","03:04","2020-11-12T03:04:00","UE","313","RLX","JKP","Yellow","4","20","182"
"1007","03:05","2020-11-12T03:05:00","CJ","535","ZHK","EUH","Orange","7","23","119"
"1008","03:06","2020-11-12T03:06:00","SZ","741","JAP","YYB","Indigo","1","4","187"
"1009","03:07","2020-11-12T03:07:00","JR","207","XGB","IPE","Orange","2","3","103"
"1010","03:08","2020-11-12T03:08:00","IT","579","MZH","SUE","Yellow","4","6","67"
"1011","03:09","2020-11-12T03:09:00","AW","127","BLK","VIA","Green","5","9","177"
"1012","03:10","2020-11-12T03:10:00","YQ","126","OTN","FMH","Orange","2","13","178"
"1013","03:11","2020-11-12T03:11:00","WL","247","FHN","RXB","Yellow","4","2","147"
"1014","03:12","2020-11-12T03:12:00","WI","285","HGY","DBI","Red","6","15","119"
"1015","03:13","2020-11-12T03:13:00","BB","801","SRS","NNN","Yellow","1","20","42"
"1016","03:14","2020-11-12T03:14:00","DS","126","WEM","LZR","Indigo","1","24","178"
"1017","03:15","2020-11-12T03:15:00","JL","810","NIK","PRL","Green","0","8","142"
"1018","03:16","2020-11-12T03:16:00","WP","319","JYC","MAV","Yellow","0","12","172"
"1019","03:17","2020-11-12T03:17:00","HD","624","KEQ","STI","Red","4","24","6"
"1020","03:18","2020-11-12T03:18:00","SF","553","RCA","NLP","Indigo","5","7","174"
"1021","03:19","2020-11-12T03:19:00","DM","831","NAW","BLC","Yellow","7","1","83"
"1022","03:20","2020-11-12T03:20:00","KQ","898","NNR","JXJ","Orange","3","4","63"
"1023","03:21","2020-11-12T03:21:00","AZ","474","RHY","CGM","Orange","6","19","13"
"1024","03:22","2020-11-12T03:22:00","TY","582","PTO","PQP","Indigo","3","2","63"
"1025","03:23","2020-11-12T03:23:00","BY","899","TFL","JRW","Red","7","10","30"
"1026","03:24","2020-11-12T03:24:00","BY","246","XKE","SLX","Yellow","2","19","102"
"1027","03:25","2020-11-12T03:25:00","XO","648","KCA","PZX","Red","2","18","4"
"1028","03:26","2020-11-12T03:26:00","JL","415","WWQ","EPN","Green","3","17","95"
"1029","03:27","2020-11-12T03:27:00","HJ","807","DNR","ZRO","Blue","7","11","0"
"1030","03:28","2020-11-12T03:28:00","YV","257","DUY","EJU","Orange","0","0","109"
"1031","03:29","2020-11-12T03:29:00","RP","860","JXF","SPT","Orange","0","19","119"
"1032","03:30","2020-11-12T03:30:00","OT","383","UQK","KWS","Yellow","3","9","163"
"1033","03:31","2020-11-12T03:31:00","ON","205","MBV","CYA","Yellow","5","5","172"
"1034","03:32","2020-11-12T03:32:00","TU","442","EPD","IEJ","Yellow","0","24","125"
"1035","03:33","2020-11-12T03:33:00","QQ","679","ZGO","YAR","Orange","3","6","30"
"1036","03:34","2020-11-12T03:34:00","GS","644","OJQ","PSQ","Green","3","12","141"
"1037","03:35","2020-11-12T03:35:00","HB","650","EBD","NKE","Yellow","1","0","18"
"1038","03:36","2020-11-12T03:36:00","EG","801","CPZ","YLW","Green","3","19","12"
"1039","03:37","2020-11-12T03:37:00","JK","853","AZH","LNH","Indigo","2","12","21"
"1040","03:38","2020-11-12T03:38:00","IT","701","CGL","NHM","Yellow","6","13","9"
"1041","03:39","2020-11-12T03:39:00","LP","350","KLF","KAT","Red","3","3","88"
"1042","03:40","2020-11-12T03:40:00","XO","562","WJN","PMR","Orange","5","19","69"
"1043","03:41","2020-11-12T03:41:00","AG","729","XBC","MYW","Indigo","1","22","86"
"1044","03:42","2020-11-12T03:42:00","DC","188","PPH","XUO","Indigo","5","14","186"
"1045","03:43","2020-11-12T03:43:00","IY","562","UKQ","PBE","Red","1","20","15"
"1046","03:44","2020-11-12T03:44:00","JR","519","BSJ","ZXJ","Green","2","1","111"
"1047","03:45","2020-11-12T03:45:00","KW","559","MHC","HBU","Green","2","2","91"
"1048","03:46","2020-11-12T03:46:00","OG","404","ZXX","TNX","Orange","2","12","48"
"1049","03:47","2020-11-12T03:47:00","IP","165","YLF","SUG","Blue","3","16","166"
"1050","03:48","2020-11-12T03:48:00","DN","117","PEE","ZFU","Blue","4","9","111"
"1051","03:49","2020-11-12T03:49:00","MI","151","MQH","AAT","Blue","7","21","14"
"1052","03:50","2020-11-12T03:50:00","DJ","640","INW","IBT","Orange","4","8","14"
"1053","03:51","2020-11-12T03:51:00","CN","121","OWO","NWT","Yellow","5","18","21"
"1054","03:52","2020-11-12T03:52:00","EQ","774","JVB","SCA","Green","4","11","39"
"1055","03:53","2020-11-12T03:53:00","QB","534","SCO","EOF","Yellow","0","5","156"
"1056","03:54","2020-11-12T03:54:00","KI","279","KZY","PKR","Blue","1","9","73"
"1057","03:55","2020-11-12T03:55:00","LP","891","CXM","CRX","Yellow","2","0","57"
"1058","03:56","2020-11-12T03:56:00","EP","547","ZDV","EAQ","Yellow","6","15","120"
"1059","03:57","2020-11-12T03:57:00","PW","738","YJI","ISC","Green","4","2","112"
"1060","03:58","2020-11-12T03:58:00","ND","224","MWX","JRT","Red","6","17","101"
"1061","03:59","2020-11-12T03:59:00","JF","405","VFD","MHW","Orange","6","24","17"
"1062","04:00","2020-11-12T04:00:00","ZS","573","BBZ","WOI","Red","6","3","100"
"1063","04:01","2020-11-12T04:01:00","YG","872","WWY","GVZ","Red","2","6","60"
"1064","04:02","2020-11-12T04:02:00","LQ","352","RXH","NTY","Green","0","17","180"
"1065","04:03","2020-11-12T04:03:00","WV","880","BEN","SRE","Orange","2","0","72"
"1066","04:04","2020-11-12T04:04:00","YS","301","ZPG","VSO","Orange","1","16","27"
"1067","04:05","2020-11-12T04:05:00","OP","711","APX","EXC","Yellow","6","22","176"
"1068","04:06","2020-11-12T04:06:00","UO","603","GLA","QNJ","Blue","4","23","10"
"1069","04:07","2020-11-12T04:07:00","VW","274","HPT","KAZ","Red","7","4","116"
"1070","04:08","2020-11-12T04:08:00","KV","481","VHK","BRM","Orange","0","7","150"
"1071","04:09","2020-11-12T04:09:00","GZ","610","FUG","BOB","Orange","5","19","156"
"1072","04:10","2020-11-12T04:10:00","DN","814","VKS","CVP","Blue","0","13","93"
"1073","04:11","2020-11-12T04:11:00","DW","405","IPD","AVM","Yellow","3","18","60"
"1074","04:12","2020-11-12T04:12:00","RD","151","IOU","BMG","Green","6","15","161"
"1075","04:13","2020-11-12T04:13:00","KF","871","QEP","RID","Orange","1","18","133"
"1076","04:14","2020-11-12T04:14:00","OU","111","QCM","CCA","Indigo","6","6","51"
"1077","04:15","2020-11-12T04:15:00","GM","106","WIP","STS","Blue","6","21","45"
"1078","04:16","2020-11-12T04:16:00","UB","106","OYX","PVF","Orange","3","15","91"
"1079","04:17","2020-11-12T04:17:00","HO","700","JHF","KXJ","Orange","2","6","164"
"1080","04:18","2020-11-12T04:18:00","OA","863","WAE","UVS","Red","0","11","187"
"1081","04:19","2020-11-12T04:19:00","WQ","443","AFO","GVI","Red","7","8","96"
"1082","04:20","2020-11-12T04:20:00","QL","366","LWS","ICI","Green","7","9","47"
"1083","04:21","2020-11-12T04:21:00","HV","609","ONR","XHI","Blue","3","8","183"
"1084","04:22","2020-11-12T04:22:00","TZ","130","GWY","NMN","Yellow","4","7","26"
"1085","04:23","2020-11-12T04:23:00","KD","817","NAO","RZG","Yellow","1","18","119"
"1086","04:24","2020-11-12T04:24:00","IK","277","HRW","CXY","Orange","0","2","141"
"1087","04:25","2020-11-12T04:25:00","YV","702","TMD","HKG","Blue","3","20","141"
"1088","04:26","2020-11-12T04:26:00","YR","889","NOW","MFQ","Red","2","5","130"
"1089","04:27","2020-11-12T04:27:00","RF","283","LVV","LHP","Blue","1","11","183"
"1090","04:28","2020-11-12T04:28:00","BL","283","BRV","MXX","Yellow","7","10","149"
"1091","04:29","2020-11-12T04:29:00","FP","515","ITM","NUM","Red","1","20","179"
"1092","04:30","2020-11-12T04:30:00","OJ","461","IWT","BPU","Red","7","13","84"
"1093","04:31","2020-11-12T04:31:00","LT","711","TUI","AAQ","Indigo","6","7","13"
"1094","04:32","2020-11-12T04:32:00","TY","240","PJB","GSH","Red","3","14","100"
"1095","04:33","2020-11-12T04:33:00","EJ","266","KON","THA","Blue","0","18","57"
"1096","04:34","2020-11-12T04:34:00","WU","831","XOR","AUA","Red","3","4","133"
"1097","04:35","2020-11-12T04:35:00","YH","684","EQH","DGD","Green","6","5","55"
"1098","04:36","2020-11-12T04:36:00","GO","714","SDD","WBF","Yellow","6","9","104"
"1099","04:37","2020-11-12T04:37:00","UP","682","DGU","FVP","Yellow","4","21","27"
"1100","04:38","2020-11-12T04:38:00","SP","128","SDC","RGL","Yellow","0","7","184"
"1101","04:39","2020-11-12T04:39:00","GI","624","TVY","UCN","Green","4","24","77"
"1102","04:40","2020-11-12T04:40:00","AA","457","QBF","VAL","Orange","0","12","66"
"1103","04:41","2020-11-12T04:41:00","SS","337","JCS","WHO","Indigo","1","21","126"
"1104","04:42","2020-11-12T04:42:00","QC","136","FAM","SSB","Blue","6","19","79"
"1105","04:43","2020-11-12T04:43:00","VM","875","VBQ","GLF","Red","6","3","88"
"1106","04:44","2020-11-12T04:44:00","VD","202","MCG","UKO","Blue","7","5","49"
"1107","04:45","2020-11-12T04:45:00","NU","613","QAM","ORW","Yellow","2","18","159"
"1108","04:46","2020-11-12T04:46:00","OQ","265","KAG","BOQ","Green","4","14","108"
"1109","04:47","2020-11-12T04:47:00","OZ","119","HSA","QUD","Yellow","6","14","14"
"1110","04:48","2020-11-12T04:48:00","IP","728","ZTV","THS","Orange","1","3","136"
"1111","04:49","2020-11-12T04:49:00","SD","670","WFB","ALY","Green","5","14","125"
"1112","04:50","2020-11-12T04:50:00","HC","138","KDK","VYY","Yellow","6","16","155"
"1113","04:51","2020-11-12T04:51:00","TW","338","VVV","DAH","Yellow","0","6","49"
"1114","04:52","2020-11-12T04:52:00","TO","612","JZD","KCN","Green","1","7","5"
"1115","04:53","2020-11-12T04:53:00","UI","722","UQY","FKH","Orange","1","2","146"
"1116","04:54","2020-11-12T04:54:00","VL","620","ZPZ","DXQ","Orange","2","14","92"
"1117","04:55","2020-11-12T04:55:00","QG","680","GEB","NUB","Blue","1","13","160"
"1118","04:56","2020-11-12T04:56:00","DB","795","MJN","GFI","Indigo","3","12","11"
"1119","04:57","2020-11-12T04:57:00","GE","210","EBM","FEI","Indigo","5","0","189"
"1120","04:58","2020-11-12T04:58:00","BP","891","URK","MTV","Red","0","3","173"
"1121","04:59","2020-11-12T04:59:00","UH","312","IIH","TDV","Yellow","5","21","141"
"1122","05:00","2020-11-12T05:00:00","TI","651","VDF","LJL","Blue","1","13","54"
"1123","05:01","2020-11-12T05:01:00","AB","345","KCD","ADR","Indigo","7","24","117"
"1124","05:02","2020-11-12T05:02:00","JH","791","GFI","XXR","Red","0","0","177"
"1125","05:03","2020-11-12T05:03:00","VS","537","JQA","UAG","Blue","6","10","48"
"1126","05:04","2020-11-12T05:04:00","NW","582","BKU","VNV","Red","3","4","85"
"1127","05:05","2020-11-12T05:05:00","XQ","401","JXG","KEH","Orange","4","8","55"
"1128","05:06","2020-11-12T05:06:00","WE","572","DPA","WZV","Red","2","14","143"
"1129","05:07","2020-11-12T05:07:00","GE","437","ZPB","EED","Orange","5","22","151"
"1130","05:08","2020-11-12T05:08:00","PA","176","FOA","TCY","Green","7","17","100"
"1131","05:09","2020-11-12T05:09:00","MI","479","BOB","TDZ","Orange","5","7","136"
"1132","05:10","2020-11-12T05:10:00","OE","197","SZY","FVL","Indigo","7","14","94"
"1133","05:11","2020-11-12T05:11:00","HW","621","INM","HBP","Blue","5","1","117"
"1134","05:12","2020-11-12T05:12:00","PD","627","PUJ","XVL","Green","7","5","124"
"1135","05:13","2020-11-12T05:13:00","ZM","673","ANP","MBT","Indigo","3","16","127"
"1136","05:14","2020-11-12T05:14:00","GA","633","ZIL","QJJ","Red","1","21","7"
"1137","05:15","2020-11-12T05:15:00","NS","623","WHR","CWN","Blue","2","14","61"
"1138","05:16","2020-11-12T05:16:00","CP","540","VFE","YDC","Indigo","1","12","43"
"1139","05:17","2020-11-12T05:17:00","OO","318","QKO","DMB","Blue","3","23","118"
"1140","05:18","2020-11-12T05:18:00","VO","731","SGI","KAI","Red","6","13","163"
"1141","05:19","2020-11-12T05:19:00","ZX","824","KVM","JBC","Green","4","22","73"
"1142","05:20","2020-11-12T05:20:00","UL","789","AVD","XPJ","Yellow","2","9","118"
"1143","05:21","2020-11-12T05:21:00","VC","267","GNL","COP","Orange","4","16","179"
"1144","05:22","2020-11-12T05:22:00","YO","553","SZE","WWO","Indigo","1","7","42"
"1145","05:23","2020-11-12T05:23:00","SQ","312","QMO","AFQ","Orange","6","21","6"
"1146","05:24","2020-11-12T05:24:00","EU","774","EEH","JWF","Orange","0","16","79"
"1147","05:25","2020-11-12T05:25:00","EN","709","HDB","YHT","Yellow","2","24","142"
"1148","05:26","2020-11-12T05:26:00","ZQ","690","HHS","VYA","Red","0","9","148"
"1149","05:27","2020-11-12T05:27:00","WY","376","MIG","ZBK","Yellow","3","8","21"
"1150","05:28","2020-11-12T05:28:00","UY","696","KJO","FLI","Blue","1","22","4"
"1151","05:29","2020-11-12T05:29:00","IV","470","DMT","XJF","Indigo","7","6","24"
"1152","05:30","2020-11-12T05:30:00","BA","641","PDH","YFX","Indigo","1","15","132"
"1153","05:31","2020-11-12T05:31:00","LE","380","OFF","PHX","Red","4","6","1"
"1154","05:32","2020-11-12T05:32:00","SL","700","PYU","EFN","Orange","6","18","108"
"1155","05:33","2020-11-12T05:33:00","WZ","765","KYG","OUH","Blue","0","16","147"
"1156","05:34","2020-11-12T05:34:00","TR","771","DWB","IDP","Yellow","3","8","177"
"1157","05:35","2020-11-12T05:35:00","KL","478","YYP","VQJ","Green","3","13","34"
"1158","05:36","2020-11-12T05:36:00","JS","281","KST","YEB","Yellow","3","10","65"
"1159","05:37","2020-11-12T05:37:00","RK","447","GMK","BAV","Red","2","9","153"
"1160","05:38","2020-11-12T05:38:00","KV","201","JBJ","PRS","Green","7","4","146"
"1161","05:39","2020-11-12T05:39:00","SJ","705","IYC","NPX","Yellow","1","2","26"
"1162","05:40","2020-11-12T05:40:00","BM","231","NPX","AXI","Red","0","17","83"
"1163","05:41","2020-11-12T05:41:00","AV","624","ZTN","BSR","Blue","2","12","27"
"1164","05:42","2020-11-12T05:42:00","FW","271","NKX","HXI","Red","4","4","1"
"1165","05:43","2020-11-12T05:43:00","ZD","794","JHS","RNC","Blue","7","23","125"
"1166","05:44","2020-11-12T05:44:00","RA","444","JUX","AMS","Orange","5","20","129"
"1167","05:45","2020-11-12T05:45:00","DK","523","RRD","UTN","Indigo","6","7","75"
"1168","05:46","2020-11-12T05:46:00","OV","597","DDH","OTF","Orange","3","23","66"
"1169","05:47","2020-11-12T05:47:00","QE","530","HZE","OPO","Orange","7","10","3"
"1170","05:48","2020-11-12T05:48:00","UD","820","EDP","BJJ","Orange","6","13","9"
"1171","05:49","2020-11-12T05:49:00","KG","842","XEB","TIN","Green","1","5","180"
"1172","05:50","2020-11-12T05:50:00","RT","734","ZPQ","TDM","Yellow","6","1","24"
"1173","05:51","2020-11-12T05:51:00","XW","875","HZR","TXT","Orange","5","16","18"
"1174","05:52","2020-11-12T05:52:00","YR","643","HNR","XEY","Orange","4","9","112"
"1175","05:53","2020-11-12T05:53:00","FV","843","YVB","VAE","Indigo","2","5","117"
"1176","05:54","2020-11-12T05:54:00","NM","126","XLC","IMR","Red","3","4","172"
"1177","05:55","2020-11-12T05:55:00","ED","865","ZOJ","XKM","Indigo","7","20","93"
"1178","05:56","2020-11-12T05:56:00","PV","151","UUI","BXD","Yellow","1","0","168"
"1179","05:57","2020-11-12T05:57:00","MB","187","NTM","TXX","Blue","0","5","63"
"1180","05:58","2020-11-12T05:58:00","ZI","272","BPB","BYN","Yellow","3","22","56"
"1181","05:59","2020-11-12T05:59:00","DC","101","ASV","YRX","Indigo","2","23","31"
"1182","06:00","2020-11-12T06:00:00","MB","569","SDZ","OLI","Blue","5","2","160"
"1183","06:01","2020-11-12T06:01:00","CY","851","YOR","PLJ","Green","7","21","186"
"1184","06:02","2020-11-12T06:02:00","GH","643","BNX","CKO","Red","2","20","72"
"1185","06:03","2020-11-12T06:03:00","LI","784","VKI","YWT","Indigo","5","23","53"
"1186","06:04","2020-11-12T06:04:00","PI","674","DKR","VDT","Orange","6","6","40"
"1187","06:05","2020-11-12T06:05:00","TZ","443","OYP","DEG","Orange","4","13","47"
"1188","06:06","2020-11-12T06:06:00","PY","187","NHZ","DFI","Blue","5","10","114"
"1189","06:07","2020-11-12T06:07:00","RZ","297","SBC","OEO","Indigo","3","4","3"
"1190","06:08","2020-11-12T06:08:00","DU","184","JBD","PEC","Indigo","0","5","189"
"1191","06:09","2020-11-12T06:09:00","UD","890","LFT","DJX","Orange","7","13","43"
"1192","06:10","2020-11-12T06:10:00","NZ","149","BZR","IHV","Orange","0","24","134"
"1193","06:11","2020-11-12T06:11:00","OU","454","PCF","MBH","Yellow","1","2","140"
"1194","06:12","2020-11-12T06:12:00","SB","631","GQE","UVQ","Green","0","0","170"
"1195","06:13","2020-11-12T06:13:00","JW","672","ZVW","MNE","Yellow","7","7","15"
"1196","06:14","2020-11-12T06:14:00","SB","247","FOW","YGY","Orange","4","14","130"
"1197","06:15","2020-11-12T06:15:00","YE","791","YEJ","OFW","Green","2","7","118"
"1198","06:16","2020-11-12T06:16:00","IP","285","OST","XOM","Blue","5","10","14"
"1199","06:17","2020-11-12T06:17:00","GB","613","KPC","JDY","Orange","5","5","30"
"1200","06:18","2020-11-12T06:18:00","OT","809","VLW","XXN","Yellow","0","9","109"
"1201","06:19","2020-11-12T06:19:00","WR","213","MLF","NCC","Yellow","4","11","5"
"1202","06:20","2020-11-12T06:20:00","GY","502","KIP","JOF","Orange","5","15","50"
"1203","06:21","2020-11-12T06:21:00","UN","222","SSQ","AAF","Blue","7","11","160"
"1204","06:22","2020-11-12T06:22:00","LR","141","LGI","JLQ","Indigo","3","3","7"
"1205","06:23","2020-11-12T06:23:00","LB","119","RMM","VFK","Red","7","10","144"
"1206","06:24","2020-11-12T06:24:00","YL","113","AFN","YME","Blue","3","18","172"
"1207","06:25","2020-11-12T06:25:00","IG","770","EOT","ORE","Indigo","7","13","41"
"1208","06:26","2020-11-12T06:26:00","MQ","619","ARC","ANK","Indigo","3","15","140"
"1209","06:27","2020-11-12T06:27:00","XF","558","HJN","YPE","Green","2","5","84"
"1210","06:28","2020-11-12T06:28:00","FV","160","TMA","LAA","Orange","6","3","0"
"1211","06:29","2020-11-12T06:29:00","KS","425","YIL","OVV","Yellow","0","22","110"
"1212","06:30","2020-11-12T06:30:00","MQ","601","IAH","UFW","Orange","3","16","84"
"1213","06:31","2020-11-12T06:31:00","JE","687","WWT","DJD","Orange","1","5","54"
"1214","06:32","2020-11-12T06:32:00","YS","596","JMZ","VXO","Blue","3","17","54"
"1215","06:33","2020-11-12T06:33:00","NJ","727","NNZ","GWB","Yellow","0","24","93"
"1216","06:34","2020-11-12T06:34:00","JU","263","IKL","CTJ","Red","4","12","139"
"1217","06:35","2020-11-12T06:35:00","MV","529","VJJ","EPG","Blue","4","15","134"
"1218","06:36","2020-11-12T06:36:00","FZ","438","WIN","KZP","Red","5","5","75"
"1219","06:37","2020-11-12T06:37:00","YO","535","EHE","AUN","Yellow","2","5","188"
"1220","06:38","2020-11-12T06:38:00","TU","815","DAP","TSG","Red","2","11","144"
"1221","06:39","2020-11-12T06:39:00","BC","708","WUV","PZL","Green","0","1","95"
"1222","06:40","2020-11-12T06:40:00","KP","846","RNC","QIU","Green","0","11","4"
"1223","06:41","2020-11-12T06:41:00","CM","654","RLF","RNC","Indigo","0","16","123"
"1224","06:42","2020-11-12T06:42:00","MQ","117","HEV","BNF","Red","6","13","118"
"1225","06:43","2020-11-12T06:43:00","FV","441","HMR","JTT","Red","2","18","33"
"1226","06:44","2020-11-12T06:44:00","VJ","893","HRX","AWP","Red","2","12","80"
"1227","06:45","2020-11-12T06:45:00","GK","511","WJX","DVA","Indigo","0","21","79"
"1228","06:46","2020-11-12T06:46:00","IH","807","TOT","OAA","Blue","4","22","85"
"1229","06:47","2020-11-12T06:47:00","WN","698","QVC","UBL","Indigo","2","21","138"
"1230","06:48","2020-11-12T06:48:00","JP","392","VNX","LGP","Blue","7","21","85"
"1231","06:49","2020-11-12T06:49:00","OY","427","FTZ","ZXB","Green","0","9","8"
"1232","06:50","2020-11-12T06:50:00","ZB","377","XIQ","XVJ","Indigo","5","4","28"
"1233","06:51","2020-11-12T06:51:00","PM","247","HTT","UJO","Indigo","5","5","40"
"1234","06:52","2020-11-12T06:52:00","GX","757","HZH","LMY","Yellow","7","17","83"
"1235","06:53","2020-11-12T06:53:00","JY","598","EYT","APK","Yellow","5","19","162"
"1236","06:54","2020-11-12T06:54:00","HP","640","LFR","RCJ","Red","0","2","186"
"1237","06:55","2020-11-12T06:55:00","IT","637","RBG","OIK","Blue","5","8","171"
"1238","06:56","2020-11-12T06:56:00","XF","592","WKC","MDA","Blue","6","12","36"
"1239","06:57","2020-11-12T06:57:00","GA","366","ZYQ","CZK","Orange","7","17","80"
"1240","06:58","2020-11-12T06:58:00","LF","528","XUY","BHU","Yellow","3","12","116"
"1241","06:59","2020-11-12T06:59:00","XP","784","IYW","DWA","Green","7","10","169"
"1242","07:00","2020-11-12T07:00:00","DG","844","MYR","DZQ","Orange","4","2","8"
"1243","07:01","2020-11-12T07:01:00","WL","816","LPV","MIS","Yellow","0","1","62"
"1244","07:02","2020-11-12T07:02:00","BO","536","LRO","MXV","Blue","2","7","97"
"1245","07:03","2020-11-12T07:03:00","UJ","619","GIG","GXZ","Blue","7","14","182"
"1246","07:04","2020-11-12T07:04:00","DY","555","KTV","KPQ","Green","3","5","112"
"1247","07:05","2020-11-12T07:05:00","BP","222","BQN","DBB","Red","5","11","31"
"1248","07:06","2020-11-12T07:06:00","WV","449","BWO","WSK","Green","2","9","6"
